,ACC,ADANIENT,ADANIPORTS,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BANKBARODA,BATAINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,ZYDUSLIFE,CANBK,CIPLA,COALINDIA,COLPAL,CONCOR,DABUR,DIVISLAB,DLF,DRREDDY,EICHERMOT,EXIDEIND,FEDERALBNK,GAIL,GLENMARK,GMRINFRA,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,IBULHSGFIN,ICICIBANK,IDEA,IGL,INDUSINDBK,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,L&TFH,LICHSGFIN,LT,LUPIN,M&M,M&MFIN,MARICO,MARUTI,MINDTREE,MOTHERSUMI,MRF,NMDC,NTPC,ONGC,PAGEIND,PETRONET,PFC,PIDILITIND,PNB,POWERGRID,RECLTD,RELIANCE,SAIL,SBIN,SIEMENS,SRF,SRTRANSFIN,SUNPHARMA,SUNTV,TATACHEM,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,TVSMOTOR,UBL,ULTRACEMCO,UPL,VEDL,VOLTAS,WIPRO,ZEEL,AARTIIND,ABB,ABBOTINDIA,ABCAPITAL,ABFRL,ALKEM,APLLTD,ASTRAL,ATUL,AUBANK,BAJAJFINSV,BALKRISIND,BALRAMCHIN,BANDHANBNK,BERGEPAINT,BSOFT,CANFINHOME,CHAMBLFERT,CHOLAFIN,COFORGE,COROMANDEL,CROMPTON,CUB,CUMMINSIND,DALBHARAT,DEEPAKNTR,DELTACORP,DIXON,ESCORTS,FSL,GNFC,GODREJPROP,GRANULES,GSPL,GUJGASLTD,HAL,HDFCAMC,HDFCLIFE,HINDCOPPER,HONAUT,ICICIGI,ICICIPRULI,IDFC,IDFCFIRSTB,IEX,INDHOTEL,INDIACEM,INDIAMART,INDIGO,INDUSTOWER,INTELLECT,IPCALAB,IRCTC,JKCEMENT,LALPATHLAB,LAURUSLABS,LTI,LTTS,MANAPPURAM,MCDOWELL-N,MCX,METROPOLIS,MFSL,MGL,MPHASIS,MUTHOOTFIN,NAM-INDIA,NATIONALUM,NAUKRI,NAVINFLUOR,NBCC,NESTLEIND,OBEROIRLTY,OFSS,PEL,PERSISTENT,PFIZER,PIIND,POLYCAB,PVR,RAIN,RAMCOCEM,RBLBANK,SBICARD,SBILIFE,SHREECEM,STAR,SYNGENE,TATACOMM,TATACONSUM,TORNTPOWER,TRENT,WHIRLPOOL
18-Apr-22,2155.2,2233.85,842.7,568.45,363.4,4554.5,190.1,127.6,3021.55,673.7,798.85,3714.6,7261.45,113.9,1969.9,254.95,728.45,729.5,54.4,343.2,14573.2,371.75,3343.9,364.9,234.3,1027.85,189.45,1544.4,673.35,562.7,4524.9,388.85,4284.95,2511,154.95,96.95,167.95,467.95,38.6,796.35,1741.3,1279.8,1101.75,2263.5,1395.45,2285.4,545.35,283.35,2177.65,161.85,757.8,10.1,393.65,977.45,1621.4,128.1,270.1,553.05,767.85,2844.7,1750.4,82.05,376.75,1738.35,770.15,874.1,177.6,517.85,7573.5,3957.5,139.1,66944.95,168.25,163.2,175.8,45276.2,204,119,2364.35,36.2,231.1,130.8,2543.85,105.25,509.5,2444.2,2615.75,1164.25,927.5,505.65,988.05,433.8,257.9,1339.1,3528.05,1344.55,2493.45,2853.7,656,1508.55,6639.6,805.15,424.15,1247.25,538.6,274.15,939.45,2183.5,17341.15,114.65,293.2,3444.35,775.15,2100.85,9772.55,1380.2,15827.25,2084.25,491.25,322.5,718.95,425,626.25,507,724.85,4071.75,856,377.15,136.6,1080.8,1601.8,2269.1,303.9,4308.9,1547,127.45,887.8,1604.85,297.8,274,529.75,1737.95,2183.7,574.3,121.15,40422.6,1357.3,542.15,60.6,40.8,231,246.5,216.85,4856.15,1884.9,216.85,880.6,1023.05,767.2,2726.45,2696.95,598.05,5873.65,4305.15,123.1,886.9,1381,2421.45,772.8,823.85,2879.9,1319.15,331.6,119.7,4666.55,3964.25,39.6,18561.5,997,3587.15,2226.65,4215.35,4459.3,2923.2,2568.45,1825.4,179.95,804.1,130.2,811,1173.4,25435.35,354.65,639.4,1307.8,822.3,570.5,1223.5,1624.35
19-Apr-22,2056.5,2168.3,819.3,559.35,354.25,4816.35,189.2,124.5,2991.2,662.15,797.8,3657.15,7259.55,113.05,1925.6,250.3,725.95,723.5,53.55,337.95,14127.55,375.85,3267.9,356.35,234.65,1000.3,197.75,1502.6,654.45,549,4411.4,377.8,4209.7,2454.85,152.7,96.3,170,459.45,37.15,775.05,1720.4,1285.8,1070.25,2140.2,1342.2,2263.25,540.8,293,2113.05,157.15,766.3,9.9,378.5,963.8,1562,130.3,261.55,553.75,746.4,546.2,1707.5,80.7,378.3,1705.75,769.5,872.5,179.25,504.1,7435.1,3635.65,133.95,66361.4,169.2,160.65,177.15,45437.8,203.1,118.7,2328.55,35.7,227.85,129.45,2640.8,104.1,511.8,2382.05,2528.95,1118.6,922,498.85,968.55,424.95,246.45,1326.6,3471.9,1301.2,2452.6,2840.35,640.6,1461.4,6585.7,804.9,427.55,1245.45,530.45,267.65,939.2,2152.2,16944.8,109.75,292.85,3374.85,749.7,2088.95,9826.45,1420.5,15720.55,2097.95,484.8,323.6,702.7,425.9,620.25,456.5,736.85,4027.3,832.4,374.2,132.4,1067.7,1573.05,2211.4,295.45,4197,1544.8,125.2,851.4,1565.95,290.5,276.4,511.65,1690.65,2109.55,546.7,124.15,40161.95,1342.4,515.8,58.3,40.05,228.25,243.6,207.85,4746.05,1869.55,213.65,829.65,1016.4,752.75,2709.9,2714.95,596.95,5472.35,4209.7,118.25,859,1338.3,2443.65,741.25,809.6,2857.05,1303.5,320.3,119.6,4611.95,3906,39,17948.6,961.95,3565.35,2229.4,4174.05,4444.75,2889.5,2604.1,1787.7,181.8,787.55,124.6,794.45,1124.7,24860.9,337.3,614.5,1282.5,791.35,547.6,1248.45,1595.9
20-Apr-22,2208.25,2183.95,827.65,561.55,371.3,4780.95,194.4,127.85,3083,670.65,794.7,3720.75,7032.5,112.6,1923.9,253.3,731.25,739.35,53.85,352.55,14371.3,389.95,3304.2,360.95,233.1,1012.05,199.1,1526.25,649,550.3,4455.65,377.7,4293.4,2536.8,154.5,96.1,165.6,457.25,36.8,800.4,1736.6,1299.35,1089.4,2180.2,1354.3,2274.85,545,299.7,2164.95,158.35,755.55,10,375.5,972.55,1587.7,133.4,259.55,556.95,738.85,551.7,1721.3,80.95,376.1,1691.6,777.2,881.25,176.15,510.65,7666.7,3668.35,136.05,67670.4,170,160.5,175.5,45121.85,206.75,117.9,2368.9,35.7,227,128.55,2718.45,101.9,509.3,2383.8,2542.65,1114.25,923.5,497.45,970.35,440.55,249.65,1314.25,3556.8,1309.2,2482.7,2859.65,651.7,1481.8,6807.15,825.25,421.9,1250.6,536.5,265.65,940.65,2137.45,16843.2,109.95,289.55,3406.3,758.1,2154.3,9772.35,1420.25,15509.3,2096.3,483.4,323.05,712.85,419.55,637.85,452.65,709.85,3981.7,837.5,377.3,133.3,1102.25,1588.95,2219.75,288.35,4221.1,1524.8,127.85,866.9,1575.65,288.7,280,514.45,1672.4,2096.65,559.3,121.3,40318.5,1363.1,526.25,58.35,40.1,232.05,237.6,210.8,4712.2,1896.35,216.95,836,1026.15,747.6,2692.8,2727.4,606.1,5170.3,4180.8,115.3,863.1,1343.25,2460.65,740.2,811.5,2886.05,1316.15,324.6,119.25,4643.05,3899.4,39.15,18305.2,964.1,3518.5,2224.9,3985.75,4460.75,2874,2617.9,1812.4,179.4,805.4,124.05,794.55,1128.35,25713.85,337.55,627.45,1312.35,810.45,550.65,1265.9,1621.7
21-Apr-22,2270.1,2286.35,850.5,570.8,377.35,4885.25,204.15,128.5,3158.25,674,801.8,3702.35,7138.1,113.9,1948.4,252.9,738.8,735.75,54.7,373.95,14637.45,397.7,3359.9,361.55,238,998.55,206.9,1556.95,656.8,561.85,4529.05,389.85,4320.3,2651.5,156.45,96.6,164,453.6,38,798,1764.25,1320.75,1099.2,2230.65,1374.35,2317.65,540.25,300.95,2197.95,162.2,762.35,10,380.45,989.25,1618.8,135.05,260.4,540.75,734.2,594.75,1760.85,88.45,382.3,1714.5,782.45,911,179.7,518.2,7879.2,3737.5,141.6,69714.8,169.95,162.7,174.15,45814,210.7,119,2406.35,35.95,227.25,130,2782.1,103.1,516.3,2379.85,2547.4,1150.85,944.1,503.55,983.05,448.05,258.85,1302.15,3628.65,1312.7,2521,2829.95,658.2,1483.6,6846.5,829.15,424.95,1265.95,539.2,266.95,940.8,2143.5,17428.85,113.65,292.8,3404.15,771.1,2119.95,9909.7,1435.05,15835.75,2161.3,496.7,336.4,715.05,431.65,638,477.35,720.55,4093.05,838.95,380.8,137.45,1090.75,1613.25,2290.85,292.35,4294.65,1587.05,128.9,878.1,1593.9,291.7,278.7,521.45,1676.9,2092.75,570.95,121.8,40719.55,1401,532.55,59.6,40.85,234.2,244.2,214.6,4794.45,1938.45,216.45,844.35,1030.4,759.65,2714.8,2780.55,611.05,5076.95,4244.3,121.25,871.15,1387,2482,747.45,825.55,2900.75,1333.4,331.7,119.3,4632.05,4044.95,39.75,18202.95,981.9,3532.95,2239.35,4011.85,4458.85,2876.3,2743.9,1780.95,182.95,808.95,126.55,795.75,1144.55,26056.55,342.45,630.05,1282,820.05,557.65,1285.8,1634.1
22-Apr-22,2263.25,2273.3,874.15,569.7,374.2,4813.7,199.75,129.1,3164.4,666.7,780.6,3642.5,7110.75,111.45,1913,251.65,724.05,738.75,53.95,375.55,14501.2,393.4,3364.1,352.3,233.25,967,202.15,1602.35,658.85,559.85,4492.5,379.7,4192.75,2631.5,156.4,95.75,164.2,443.55,37.5,797.05,1716.85,1316.3,1102.05,2206.4,1355.6,2294.25,514.15,298.65,2126.95,159.2,747.65,9.95,376.7,959.85,1585.45,134.35,261.1,537.85,723.4,574.35,1727.75,88.65,374.8,1694.35,754.2,920.65,176.6,523.2,7904.5,3871.3,138.3,69143.85,166.9,160.45,174,45872.4,206.65,118.85,2426.4,35.4,225.45,128.5,2758.8,101.4,500.6,2339.7,2489.35,1108,924.8,497.85,973.2,438.85,253.1,1277.55,3612.55,1306.5,2512.7,2737.55,645.6,1545.6,6744.1,816.55,415.8,1252.1,537.7,269.65,922.25,2161.1,17573.7,112.45,285.05,3370.7,766.65,2159.9,9850.35,1371.7,15454.2,2121.85,494.65,330.25,716.65,419.8,634.5,469.2,713.5,4129.25,830.5,379.25,135.05,1060.7,1620.25,2278.35,285.35,4298.6,1586.95,128,848.45,1574.4,293.25,270.6,515.05,1678.55,2046.55,554.05,117,40888,1318,524.1,58.35,40.05,230.2,240.9,209.35,4823.2,1916.1,215,815.7,1027.45,755.2,2648.05,2735.8,607.85,5093.85,4101.4,118.7,872.2,1384.15,2407.95,741,823.85,2895.85,1312.25,327.15,115.15,4656.05,4031.05,39.45,18187.75,966.35,3485.65,2173.35,4027.4,4348.25,2878.4,2520.1,1771.15,178.7,810.45,124.1,815.4,1137.25,25855.25,335.35,625.9,1234.1,815.6,541.6,1286.6,1641.3
25-Apr-22,2262.05,2284.2,859.55,556.6,376.35,4676.05,191.95,125.8,3130.6,638.9,780.7,3682.95,7005.5,111.15,1910.2,245.8,701.55,739.35,51.7,380.85,14160.45,369.7,3295.9,341.15,228.05,953.15,188.45,1610.75,644.7,551.3,4410.1,364,4115.45,2594.15,151.6,95.4,157.85,427.05,37,761.15,1693.7,1301.9,1089.85,2210.5,1365.75,2288.6,495.5,291.65,2100.75,152.85,752.2,9.8,372.15,946.55,1561.1,127.75,255.25,526.2,715.7,540.6,1728.85,86.5,364.95,1657.35,725.4,904,176.1,515.55,7912.35,3722.55,133,69115.9,158.9,156.1,169.65,44866.35,202.85,115.9,2408.35,34.9,222.85,126,2695,96.75,494.75,2261.7,2434.75,1096.6,900,489.9,936.45,425.15,247.35,1220.35,3548.2,1270.4,2453.9,2732.3,649.35,1531.4,6595.05,803.05,402.1,1242.35,529.35,259.45,886.35,2100,17603.55,115.75,277.4,3310.95,765.05,2182.9,9795.7,1368.95,15265.15,2030.2,460.9,332.75,715.75,410.45,626.5,449.45,715.2,4001.45,827.55,371.55,134.7,998.95,1570.9,2256.6,272.45,4312.95,1601.35,124.25,816.35,1510.8,286.6,261.85,524.8,1627.15,2005,540,113.85,40849.5,1305.75,516.95,57.2,39.3,218.5,234.7,202.15,4813.65,1864.9,211.1,834.45,999.3,745.6,2556.35,2724.5,593.9,4856.05,4010.6,115.05,844.3,1359.35,2400.9,723.7,808,2794.85,1277.05,317.35,109.35,4502.45,3987.6,38.2,18174.7,916.75,3483.45,2113,4007.35,4315.25,2855.85,2550.85,1732,169.1,804.9,120.45,804.6,1091.25,25649.6,325.55,633.35,1119.5,792.75,537.05,1237.45,1625.15
26-Apr-22,2311.35,2395.3,909.5,563.9,385.15,4624.05,204.1,129.9,3125.65,638.1,775,3892.1,7240.55,115.5,1975.45,250.5,728.4,756.3,52.95,380.05,14521.95,372.85,3372.7,349.45,235.55,978.4,191.4,1625,643.6,559.9,4519.6,378.8,4154.55,2649.3,154.3,97.5,157.05,435.75,37.9,793.8,1718,1325.95,1094.3,2230.2,1372.05,2407.25,493.45,292.5,2148.35,162,753.75,10,381.45,980.45,1581,129.05,258.95,525.15,721.2,546.25,1742.7,89.4,382.9,1699.95,758.6,940.15,183.05,530.3,7906.75,3699.4,140.7,71331.5,160.5,157,166.95,46563.75,202.55,118.95,2436.8,35.6,231.6,128.2,2775.65,98.15,505.5,2274.2,2514.55,1157.25,918.05,501.35,962.25,434.9,248.85,1233.6,3546.3,1275.45,2548.2,2735.05,681.5,1532.5,6660.2,812.35,411.6,1262.55,529.25,261,895.65,2087.85,17542.3,116.8,282.85,3305.75,782.15,2145,9358,1415.55,15434.35,2136,473.45,339.95,719.7,421.55,640.55,459.85,764,4042.85,846.5,374.15,139.8,1023.4,1583.1,2283.9,271.6,4340.25,1609.45,124.7,856.7,1582.9,286.75,264.8,532.6,1645.9,2087.35,549.85,114.75,41408.8,1328.2,523.5,58.05,40.15,226.1,233.05,206,4990.35,1870.2,213.1,810.95,1000.5,761.05,2601.9,2718.3,572.1,4817.1,4040.15,117.7,870.35,1367.2,2390.75,753.6,822.4,2767.5,1298.95,328.6,110.1,4539.1,4115.45,38.8,18415.75,955.6,3546,2201.75,4056.9,4284.7,2889,2518.05,1755.4,169.95,793.7,124.05,818.65,1094.85,26171.3,337.3,627.5,1104.65,822.05,546.95,1279.85,1619.5
27-Apr-22,2349.9,2334.1,887.3,555.45,384.55,4522.95,210.5,127,3148.35,629.05,765.9,3905.65,6714.1,116.1,1919.05,246.5,714.7,752.5,52.6,381.95,14386.7,366.5,3338.25,345.2,231.7,977.75,187.5,1636,647.85,559.85,4530.6,375.75,4077.05,2655.45,152.85,97.05,155.65,436.15,37.1,792,1700.2,1316,1095.6,2218.7,1372.55,2500,492.3,281.85,2145.1,156.25,736.7,9.6,373.95,974.5,1552.8,127.35,257.5,539.85,720.6,532.15,1741.5,88.9,382.1,1677.05,742.6,926.85,185.5,529.9,7788.4,3538.35,135.85,72218.95,160.05,155.65,164.85,45781.75,205.55,118.7,2411.3,35.4,229.3,127.05,2778.35,97.2,497.25,2260.6,2483.6,1141.25,906.1,496.5,961.85,430.25,247.35,1246.7,3561.2,1261.25,2492.35,2709.6,686.6,1506.4,6548.45,798.4,412.65,1266.4,518.95,253.8,876.3,2084.65,17413.65,120.6,281.8,3300.6,784.35,2144.25,8959.9,1362.95,14826.4,2202.6,460.85,333.65,717.85,417.8,640.1,463.2,744.55,4032.95,847.65,374.15,138.8,1028.6,1549.6,2256.2,270.55,4314.95,1606.75,121.75,848.25,1570.4,283.35,262.3,519.35,1641.85,2071.95,547.65,114.15,40856.15,1318.4,518.6,57.95,39.7,218.8,235.75,209.3,4839.4,1791.3,207.45,817.6,1005.1,748.5,2569.8,2786.4,579.3,4816.95,4024.9,116.15,865.25,1349.9,2380.3,749.25,834.8,2797.7,1252.3,320.6,108.45,4480.4,3951.75,38.3,18223,970,3504,2160.75,4076.95,4230.15,2845.6,2505.25,1787.6,169.1,779.35,121.75,827.05,1074.2,25574.8,331.15,617.45,1078.05,798.6,544.75,1225,1616.65
28-Apr-22,2376.75,2378.55,887.1,561.1,383.35,4537.85,207,128.6,3247.7,633.4,779.8,3834.4,6727.65,115.7,1936.7,246.65,720.65,747.35,53.8,376.75,14381.2,369.35,3357.9,353.9,233.2,981.2,190.25,1646.95,657.9,572.25,4564.6,379.65,4122.15,2679.95,153.65,97.65,157.8,439.2,37.25,803,1711.9,1317.1,1092.5,2224,1371.35,2517.3,488.6,282.15,2241.85,156.9,747.15,9.55,376.45,988.35,1582.6,129.95,261.1,545.3,729.1,542.6,1765.65,88.05,384.05,1719.25,748.65,922.9,182.1,542.6,7888.15,3606.2,136.25,72330.7,162.75,159.7,164.8,45862.35,207.9,118.8,2457.95,35.35,235.6,127.5,2819.85,97.8,507.5,2279.6,2511.95,1141.8,921,491.3,959.35,436.05,248.25,1260.85,3584.3,1271.3,2513.2,2785.1,681.35,1570.1,6616.95,824.3,411.65,1285.65,522.55,255.6,885.4,2097.85,17257.9,122.45,283.05,3299.85,785.05,2164.6,8901.15,1408.4,15011.85,2142,459.9,336.35,729.55,425.1,636.35,464.55,740.15,4101.15,899.15,382,139.9,1032.3,1538.3,2282.4,270.1,4371.25,1619.05,124.45,842,1588.85,285.55,267.6,512.1,1632.35,2053.25,571.4,114.05,41069.8,1337.5,534.25,58,39.7,214.55,247,208.6,4891.45,1858.6,210.4,815.85,1025.75,757.4,2650,2681.2,571.9,4886.05,4068.8,115.95,863.05,1385.85,2370.85,766.3,825.85,2798.05,1276.6,319.9,107.95,4663.25,3958,38.35,18427.7,965,3526.75,2146.25,4308.65,4337.35,2898.5,2520.7,1816.25,173.05,793.45,120.95,841.7,1116.85,25872.6,334.55,624.55,1085.35,811.65,548,1225.75,1617.6
29-Apr-22,2328.9,2332,856.4,562.5,372.2,4454.35,205,127.1,3237.2,629.05,728.6,3729.55,6671.8,112.9,1948.65,238.55,701.75,739,52.65,368.45,14491.6,362.6,3279.25,352.1,229.65,981.2,182.85,1654.55,646.4,556.7,4505.4,371.85,4131.95,2630.35,153.2,96,159.15,439.55,37.65,782.4,1692.3,1311.8,1079.25,2229.7,1384.6,2506.65,482.65,270.3,2234.85,153.6,743.3,9.5,352.4,978.55,1567.55,126,259.55,540.05,727.15,546,1790.75,87.55,378.7,1694.35,744.65,922.1,183.15,521.7,7717.8,3552.15,137.6,72729,160.65,156.2,160.45,45578.75,203.9,117.75,2423.7,35.1,227.75,127,2790.25,96.75,496.3,2271.35,2512.7,1202.05,928.65,482.45,940.15,437.6,242.35,1271.05,3546.7,1259,2458.2,2814.35,654.85,1585.9,6630.25,822.9,408.35,1261.55,508.8,248.15,887.95,2096.55,17079.75,120.85,285.5,3250.4,781.15,2153.4,8952.8,1390.05,14911.15,2144.2,443.1,334.4,717.95,413.9,592.15,457.55,738.75,4200.2,894.55,384.8,137.1,1030.45,1519.15,2326.6,266.05,4396.25,1634.85,125,827.55,1573.45,281.8,261.95,482.4,1595.1,2041.75,582.4,113.3,40117.15,1280.2,525.75,57.1,39.5,214.55,256.5,206.8,4914.75,1858.1,209,790.8,1011.75,745.95,2647.1,2600,583.35,4839.05,4091.65,115.1,862.85,1430.2,2397.8,757.6,769.2,2843.2,1262.95,316.5,105.05,4651.25,3931.8,37.9,18330.3,960.25,3561.25,2160,4320.65,4385.9,2847.95,2486.15,1828.95,171.5,794.7,120.2,830.85,1105.5,25921.5,328.2,626.95,1094.5,823.75,533.15,1228.4,1623.55
02-May-22,2347.2,2339.5,856.55,554.05,378.15,4304.75,202.6,126.2,3200,642.5,727.35,3623.45,6626.15,112.75,1967.8,238.15,678.45,741.35,52.4,372.8,14460.55,366.45,3271.3,350.15,229.75,976.6,187.65,1643,644.5,557.2,4509.65,367.55,4123.9,2552.5,151.55,94.55,157.55,437.45,37.75,771.85,1679.55,1289.85,1066.9,2264,1403.7,2487.3,484.4,272.4,2230.5,151.3,741,9.3,350.3,1018.1,1541,126.65,263.15,532.85,731.95,547.25,1774.35,84.7,389.35,1679.45,741.85,921.35,182,522.9,7634.75,3480,132.95,72597.5,160.35,157.5,156.35,45595.45,208.05,116.85,2424.1,35.05,231.55,126.5,2780.45,96.85,491,2247.1,2504.8,1230.25,923.4,481.4,1033,432.85,248.5,1295.2,3542.4,1231.2,2386.55,2792.5,649.05,1553.4,6679,830.25,407.85,1230.95,495,255.4,847.65,2051.35,17081.55,116.95,282.45,3272.8,786.6,2065.95,8885.4,1371.1,14957.45,2103.95,446.2,336.5,713.35,406.65,642.4,461.4,746.5,4116.55,910.1,378.55,134.05,1031,1501.75,2298.3,264.9,3994.85,1577,122.5,833,1615.75,277.45,265.15,495.9,1575.2,2028.8,579.85,112.8,40299.8,1283.9,518.9,56.35,38.85,210.4,261.7,204,4877.25,1866.85,204.2,787.55,1010.4,737.5,2588.55,2490.6,593.35,4716.65,3943.8,114.35,846.1,1430.6,2290.45,734.6,771.4,2740.1,1273.65,311.35,106.45,4530.05,3919.4,37.25,18440.55,948.95,3503.55,2129.8,4147.3,4373.9,2866.4,2467.25,1810.8,167.4,787.05,117.25,820.15,1081.05,26230.2,326.5,620.15,1083.5,824.4,536.7,1220.2,1646.1
04-May-22,2300.1,2253.8,812.8,542.6,368.1,4013.3,200,120.55,3100.85,624.65,707.2,3496.9,6339.75,108.15,1905.1,231.2,671.65,722.4,52.35,367.05,14166.15,363.45,3385.45,339.15,222.9,957.55,187.35,1616.8,640.95,538.05,4344.15,348.4,3992.35,2483.2,152.3,94.45,157.55,421.05,36.1,755.55,1622.25,1253,1044.95,2206.95,1356,2409.5,461.65,272.05,2171.55,146.65,724.25,9.1,346.9,978.3,1535.55,125.85,259.75,520.35,711.55,520.85,1775.6,81.05,369.8,1633.95,726.75,896.1,180.25,519.55,7397.9,3469.05,130.45,71878.35,156.65,158.65,162.25,45345.1,213.65,113.85,2324.05,34.35,237.6,123.45,2693.65,94.85,479.65,2200.25,2403,1148.9,900.9,460.5,1034.55,423.5,244.95,1261.35,3479.75,1212.8,2289.95,2692.25,627.5,1499.5,6521.95,824.2,395.2,1144.65,491.75,243.8,836.05,2014.45,16665.5,114,278.6,3190.9,733.85,2019.25,8636.75,1327.05,14322.45,2098.5,438.15,325.85,687.15,405.35,605.5,448.05,712.15,4058.45,906.85,369.55,132.15,1013.75,1444.55,2288.05,259.55,3810.45,1563.85,117.65,826.25,1546.95,268.2,257.4,502.25,1581.9,1995.4,567.6,109.85,39180.3,1275.15,511.35,55.2,38.4,203.1,257.45,195.95,4827.95,1801.75,200.45,763.6,1000.2,721.65,2490.05,2391.05,579.4,4738.15,3936.15,111.3,825.7,1358.45,2141.35,717.9,766.8,2683.8,1252.85,305.3,101,4225.4,3842.9,36.3,18087.75,916.2,3431.25,2026.2,4112.1,4368.6,2775.1,2428.3,1777.95,175.7,751.8,116.75,784.8,1077.85,25193.5,312.2,609.05,1038.55,803.3,528.85,1213.25,1627
